Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
670,19-1120-EX1,Transfer from Arts to Acero Charter Schools - Sor Juana Ines de la Cruz,Correct allocation amount for Arts Essentials for FY20,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66134 Acero Charter Schools - Sor Juana Ines de la Cruz,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,004112 Arts Essential Fy 20,"$1,000",
671,19-1120-EX1,Transfer from Counseling and Postsecondary Advising to Counseling and Postsecondary Advising,student lunches for field trips,10850 Counseling and Postsecondary Advising,115 General Education Fund,54210 Pupil Transportation,212023 Post Secondary Education,000000 Default Value,10850 Counseling and Postsecondary Advising,115 General Education Fund,53205 Commodities - Supplied Food,212023 Post Secondary Education,000000 Default Value,"$1,000",
672,19-1120-EX1,Transfer from Early College and Career - City Wide to Wells Community Academy High School,hosting ECCE 3 day retreat- per Rita Raichoudhu,13727 Early College and Career - City Wide,115 General Education Fund,54125 Services - Professional/Administrative,221214 Cte General Administration,000389 Cte Programs,51071 Wells Community Academy High School,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$1,000",
673,19-1120-EX1,Transfer from Network 7 to Network 7,Transfer funds into a Benefits pointer line,02471 Network 7,115 General Education Fund,57940 Miscellaneous Charges,221080 Aio - Improvement Of Instruction,000000 Default Value,02471 Network 7,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,"$1,003",
674,19-1120-EX1,Transfer from Adlai E Stevenson Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,25471 Adlai E Stevenson Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,005",
675,19-1120-EX1,Transfer from Spencer Technology Academy to Citywide Student Support and Engagement,Pulling back unused grant funds FY19 SCS,25441 Spencer Technology Academy,115 General Education Fund,"57205 Pensions - Employee, ESP",231002 Academic Support Services,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$1,008",
676,19-1120-EX1,Transfer from Information & Technology Services to Information & Technology Services,Chromebooks for Tech Mod Trainers,12510 Information & Technology Services,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",266003 Its Training,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,55005 Property - Equipment,266418 000000,,"$1,009","Technology Purchases
Default Value"
677,19-1120-EX1,Transfer from Theophilus Schmid Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,25391 Theophilus Schmid Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,013",
678,19-1120-EX1,Transfer from Theodore Roosevelt High School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,46271 Theodore Roosevelt High School,332 NCLB Title I Regular Fund,53205 Commodities - Supplied Food,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,015",
679,19-1120-EX1,Transfer from Edmond Burke Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,22411 Edmond Burke Elementary School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,021",
680,19-1120-EX1,Transfer from Robert Lindblom Math & Science Academy HS to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,46511 Robert Lindblom Math & Science Academy HS,332 NCLB Title I Regular Fund,55005 Property - Equipment,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,021",
681,19-1120-EX1,Transfer from Durkin Park Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,26831 Durkin Park Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,221011 Improvement Of Instruction,433138 Il-Empower (Cohort 19 - Grant 8) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,025",
682,19-1120-EX1,Transfer from Durkin Park Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,26831 Durkin Park Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,221011 Improvement Of Instruction,433138 Il-Empower (Cohort 19 - Grant 8) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,025",
683,19-1120-EX1,Transfer from Edward White Elementary Career Academy to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,26431 Edward White Elementary Career Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,025",
684,19-1120-EX1,Transfer from Ralph H Metcalfe Elementary Community Academy to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,31061 Ralph H Metcalfe Elementary Community Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,025",
685,19-1120-EX1,Transfer from Jacob Beidler Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,22211 Jacob Beidler Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,119010 Other Instructional Programs,433140 Il-Empower (Cohort 19 - Grant 10) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,029",
686,19-1120-EX1,Transfer from Jacob Beidler Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,22211 Jacob Beidler Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,119010 Other Instructional Programs,433140 Il-Empower (Cohort 19 - Grant 10) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,029",
687,19-1120-EX1,Transfer from Morgan Park High School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,46251 Morgan Park High School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,030",
688,19-1120-EX1,Transfer from Roald Amundsen High School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,46031 Roald Amundsen High School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,031",
689,19-1120-EX1,Transfer from Education General - City Wide to Other Government Funded,EXPIRED GRANT - Transfer funding to clear negative.,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,12694 Other Government Funded,367 Title I - Comprehensive School Reform,57405 Medicare,221011 Improvement Of Instruction,433137 Il-Empower (Cohort 19 - Grant 7) Fy19,"$1,032",
690,19-1120-EX1,Transfer from Education General - City Wide to Other Government Funded,EXPIRED GRANT - Transfer funding to clear negative.,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,12694 Other Government Funded,367 Title I - Comprehensive School Reform,57405 Medicare,221011 Improvement Of Instruction,433137 Il-Empower (Cohort 19 - Grant 7) Fy19,"$1,032",
691,19-1120-EX1,Transfer from Air Force Academy High School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,45231 Air Force Academy High School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,034",
692,19-1120-EX1,Transfer from William H Brown Elementary School to Education General - City Wide,Sweeping Funds for Fund 124 Reimbursable Funds,22351 William H Brown Elementary School,124 School Special Income Fund,51330 Benefits Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,042",
693,19-1120-EX1,Transfer from Leif Ericson Elementary Scholastic Academy to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,29051 Leif Ericson Elementary Scholastic Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,046",
694,19-1120-EX1,Transfer from Jesse Owens Elementary Community Academy to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,23351 Jesse Owens Elementary Community Academy,367 Title I - Comprehensive School Reform,54125 Services - Professional/Administrative,221011 Improvement Of Instruction,433139 Il-Empower (Cohort 19 - Grant 9) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,048",
695,19-1120-EX1,Transfer from Jesse Owens Elementary Community Academy to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,23351 Jesse Owens Elementary Community Academy,367 Title I - Comprehensive School Reform,54125 Services - Professional/Administrative,221011 Improvement Of Instruction,433139 Il-Empower (Cohort 19 - Grant 9) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,048",
696,19-1120-EX1,Transfer from Edward E. Sadlowski Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,22631 Edward E. Sadlowski Elementary School,367 Title I - Comprehensive School Reform,53304 Instructional Materials (Digital),119010 Other Instructional Programs,433139 Il-Empower (Cohort 19 - Grant 9) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,054",
697,19-1120-EX1,Transfer from Edward E. Sadlowski Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,22631 Edward E. Sadlowski Elementary School,367 Title I - Comprehensive School Reform,53304 Instructional Materials (Digital),119010 Other Instructional Programs,433139 Il-Empower (Cohort 19 - Grant 9) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,054",
698,19-1120-EX1,Transfer from Thomas Hoyne Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,23871 Thomas Hoyne Elementary School,332 NCLB Title I Regular Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 041008,,"$1,063","Contingency For Project Expansion
Contingency For Grant Expansion"
699,19-1120-EX1,Transfer from Education General - City Wide to Citywide Student Support and Engagement,Transfer funding to Citywide Student Support and Engagement for the FY20 Pathways to Success in the Transition to HS program.,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,499989 Pathways To Success In The Transition To Hs 2020,"$1,071",
700,19-1120-EX1,Transfer from Title I and School Improvement Programs to YCCS- Academy of Scholastic Achievement HS,EXPIRED GRANT - Transfer funding for charter reimbursement,13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,66106 YCCS- Academy of Scholastic Achievement HS,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,119010 Other Instructional Programs,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,"$1,079",
701,19-1120-EX1,Transfer from Title I and School Improvement Programs to YCCS- Academy of Scholastic Achievement HS,EXPIRED GRANT - Transfer funding for charter reimbursement,13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,66106 YCCS- Academy of Scholastic Achievement HS,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,119010 Other Instructional Programs,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,"$1,079",
702,19-1120-EX1,Transfer from Title I and School Improvement Programs to YCCS-Jane Addams Alternative HS,EXPIRED GRANT - Transfer funding for charter reimbursement,13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,66618 YCCS-Jane Addams Alternative HS,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,119010 Other Instructional Programs,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,"$1,083",
703,19-1120-EX1,Transfer from Title I and School Improvement Programs to YCCS-Jane Addams Alternative HS,EXPIRED GRANT - Transfer funding for charter reimbursement,13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,66618 YCCS-Jane Addams Alternative HS,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,119010 Other Instructional Programs,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,"$1,083",
704,19-1120-EX1,Transfer from James Russell Lowell Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,24251 James Russell Lowell Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,221011 Improvement Of Instruction,433136 Il-Empower (Cohort 19 - Grant 6) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,083",
705,19-1120-EX1,Transfer from James Russell Lowell Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,24251 James Russell Lowell Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,221011 Improvement Of Instruction,433136 Il-Empower (Cohort 19 - Grant 6) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,083",
706,19-1120-EX1,Transfer from Education General - City Wide to Other Government Funded,EXPIRED GRANT - Transfer funding to clear negative.,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,12694 Other Government Funded,367 Title I - Comprehensive School Reform,57405 Medicare,221011 Improvement Of Instruction,433131 Il-Empower (Cohort 19 - Grant 1) Fy19,"$1,088",
707,19-1120-EX1,Transfer from Education General - City Wide to Other Government Funded,EXPIRED GRANT - Transfer funding to clear negative.,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,12694 Other Government Funded,367 Title I - Comprehensive School Reform,57405 Medicare,221011 Improvement Of Instruction,433131 Il-Empower (Cohort 19 - Grant 1) Fy19,"$1,088",
708,19-1120-EX1,Transfer from John Milton Gregory Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,23441 John Milton Gregory Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,089",
709,19-1120-EX1,Transfer from William J Bogan High School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,46041 William J Bogan High School,332 NCLB Title I Regular Fund,54205 Travel Expense,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,090",
710,19-1120-EX1,Transfer from John Greenleaf Whittier Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,25861 John Greenleaf Whittier Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,119010 Other Instructional Programs,433140 Il-Empower (Cohort 19 - Grant 10) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,097",
711,19-1120-EX1,Transfer from John Greenleaf Whittier Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,25861 John Greenleaf Whittier Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,119010 Other Instructional Programs,433140 Il-Empower (Cohort 19 - Grant 10) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,097",
712,19-1120-EX1,Transfer from West Ridge Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,22381 West Ridge Elementary School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,100",
713,19-1120-EX1,Transfer from Laura S Ward Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,24991 Laura S Ward Elementary School,367 Title I - Comprehensive School Reform,53304 Instructional Materials (Digital),119010 Other Instructional Programs,433136 Il-Empower (Cohort 19 - Grant 6) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,100",
714,19-1120-EX1,Transfer from Laura S Ward Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,24991 Laura S Ward Elementary School,367 Title I - Comprehensive School Reform,53304 Instructional Materials (Digital),119010 Other Instructional Programs,433136 Il-Empower (Cohort 19 - Grant 6) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,100",
715,19-1120-EX1,Transfer from Network 14 to Network 17,Key Cards,02641 Network 14,115 General Education Fund,57940 Miscellaneous Charges,221080 Aio - Improvement Of Instruction,000000 Default Value,02671 Network 17,115 General Education Fund,53405 Commodities - Supplies,221080 Aio - Improvement Of Instruction,000000 Default Value,"$1,100",
716,19-1120-EX1,Transfer from Network 16 to Network 17,Key Cards,02661 Network 16,115 General Education Fund,57940 Miscellaneous Charges,221080 Aio - Improvement Of Instruction,000000 Default Value,02671 Network 17,115 General Education Fund,53405 Commodities - Supplies,221080 Aio - Improvement Of Instruction,000000 Default Value,"$1,100",
717,19-1120-EX1,Transfer from Network 15 to Network 17,transfer for key cards,02651 Network 15,115 General Education Fund,57940 Miscellaneous Charges,221080 Aio - Improvement Of Instruction,000000 Default Value,02671 Network 17,115 General Education Fund,53405 Commodities - Supplies,221080 Aio - Improvement Of Instruction,000000 Default Value,"$1,100",
718,19-1120-EX1,Transfer from Grant Funded Programs Office - City Wide to Interculture Montessori,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462074 Lea Flowthru Instruction - Nonpublic,69179 Interculture Montessori,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462074 Lea Flowthru Instruction - Nonpublic,"$1,100",
719,19-1120-EX1,Transfer from Office of Student Protections & Title IX to Network 17,To purchase access badges.,10760 Office of Student Protections & Title IX,115 General Education Fund,53405 Commodities - Supplies,252801 Investigations - Admin,000312 Student Protections And Title Ix,02671 Network 17,115 General Education Fund,53405 Commodities - Supplies,221080 Aio - Improvement Of Instruction,000000 Default Value,"$1,100",
720,19-1120-EX1,Transfer from Joseph E Gary Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,23311 Joseph E Gary Elementary School,367 Title I - Comprehensive School Reform,53305 Instructional Materials (Non-Digital),223013 Assessments/Standards,433137 Il-Empower (Cohort 19 - Grant 7) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,101",
721,19-1120-EX1,Transfer from Joseph E Gary Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer funding to fund 367 contingency.,23311 Joseph E Gary Elementary School,367 Title I - Comprehensive School Reform,53305 Instructional Materials (Non-Digital),223013 Assessments/Standards,433137 Il-Empower (Cohort 19 - Grant 7) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,101",
722,19-1120-EX1,Transfer from Education General - City Wide to Other Government Funded,EXPIRED GRANT - Transfer funding to clear negative.,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,12694 Other Government Funded,367 Title I - Comprehensive School Reform,"57215 Pensions - Employer, ESP Federally Funded",212017 Other Govt Fnded Prjts-Guidnce,433134 Il-Empower (Cohort 19 - Grant 4) Fy19,"$1,102",
723,19-1120-EX1,Transfer from Education General - City Wide to Other Government Funded,EXPIRED GRANT - Transfer funding to clear negative.,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,12694 Other Government Funded,367 Title I - Comprehensive School Reform,"57215 Pensions - Employer, ESP Federally Funded",212017 Other Govt Fnded Prjts-Guidnce,433134 Il-Empower (Cohort 19 - Grant 4) Fy19,"$1,102",
724,19-1120-EX1,Transfer from Grant Funded Programs Office - City Wide to Lycee Francais,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,460024 Preschool Incentive Grant Fy20,69575 Lycee Francais,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),460024 Preschool Incentive Grant Fy20,"$1,105",
725,19-1120-EX1,Transfer from George Rogers Clark Elementary School to Education General - City Wide,EXPIRED GRANT - Transfer available funding to fund contingency.,22191 George Rogers Clark Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430227 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,106",
726,19-1120-EX1,Transfer from Student Support and Engagement to Lyman A Budlong Elementary School,Budlong K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22391 Lyman A Budlong Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,112",
727,19-1120-EX1,Transfer from Student Support and Engagement to William C. Goudy Technology Academy,Goudy K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23371 William C. Goudy Technology Academy,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,112",
728,19-1120-EX1,Transfer from Student Support and Engagement to National Teachers Elementary Academy,National Teachers K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,32031 National Teachers Elementary Academy,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,112",
729,19-1120-EX1,Transfer from Student Support and Engagement to Sauganash Elementary School,Sauganash K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25211 Sauganash Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,112",
730,19-1120-EX1,Transfer from Student Support and Engagement to Federico Garcia Lorca Elementary School,Lorca K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22341 Federico Garcia Lorca Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,112",
731,19-1120-EX1,Transfer from Student Support and Engagement to William P Nixon Elementary School,Nixon K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,24681 William P Nixon Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,112",
