Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
492,18-0725-EX1,Transfer from Capital/Operations - City Wide to Franz Peter Schubert Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-25291-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,25291 Franz Peter Schubert Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,510",
493,18-0725-EX1,Transfer from Capital/Operations - City Wide to Franz Peter Schubert Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-25291-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,25291 Franz Peter Schubert Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,510",
494,18-0725-EX1,Transfer from Capital/Operations - City Wide to Jesse Sherwood Elementary School,Funds Transfer From Award# 2018-488-00-07 To Project# 2018-25351-OHI2 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,25351 Jesse Sherwood Elementary School,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,522",
495,18-0725-EX1,Transfer from Mount Vernon Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2016-24601-NPL To Award# 2016-485-00-04 ; Change Reason : NA,24601 Mount Vernon Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,320008 Playgrounds And Stadia,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,530",
496,18-0725-EX1,Transfer from Information & Technology Services to Information & Technology Services,Full Apple accessories and testing services,12510 Information & Technology Services,115 General Education Fund,53306 Commodities: Software (Non-Instructional),266205 Web Services,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,55005 Property - Equipment,266418 Technology Purchases,000000 Default Value,"$3,540",
497,18-0725-EX1,Transfer from Capital/Operations - City Wide to Thomas J Higgins Elementary Community Academy,Funds Transfer From Award# 2018-488-00-03 To Project# 2018-31251-OHI5 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,31251 Thomas J Higgins Elementary Community Academy,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,575",
498,18-0725-EX1,Transfer from Capital/Operations - City Wide to Gerald Delgado Kanoon Elementary Magnet School,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-29071-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,29071 Gerald Delgado Kanoon Elementary Magnet School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$3,600",
499,18-0725-EX1,Transfer from Capital/Operations - City Wide to William C Reavis Math & Science Specialty ES,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-25091-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,25091 William C Reavis Math & Science Specialty ES,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$3,600",
500,18-0725-EX1,Transfer from Independent Schools Of Chicago to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,70140 Independent Schools Of Chicago,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370004 Nonpublic Instructional & Support Services,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$3,600",
501,18-0725-EX1,Transfer from Capital/Operations - City Wide to Hanson Park Stadium,Funds Transfer From Award# 2018-488-00-02 To Project# 2018-68020-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,68020 Hanson Park Stadium,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$3,600",
502,18-0725-EX1,Transfer from Hanson Park Stadium to Capital/Operations - City Wide,Funds Transfer From Project# 2018-68020-OPI To Award# 2018-488-00-02 ; Change Reason : NA,68020 Hanson Park Stadium,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,"$3,600",
503,18-0725-EX1,Transfer from Capital/Operations - City Wide to Hanson Park Elementary School,Funds Transfer From Award# 2018-488-00-02 To Project# 2018-24461-OPI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,24461 Hanson Park Elementary School,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$3,600",
504,18-0725-EX1,Transfer from Capital/Operations - City Wide to Josiah Pickard Elementary School,Funds Transfer From Award# 2017-486-00-05 To Project# 2018-24961-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,253524 Playground Program,000000 Default Value,24961 Josiah Pickard Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,612",
505,18-0725-EX1,Transfer from Jesse Sherwood Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-25351-BLR To Award# 2018-436-00-06 ; Change Reason : NA,25351 Jesse Sherwood Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009513 Fs O&M Cip,000057 Fund 436 Spend Down,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009511 Sw O&M Cip,000057 Fund 436 Spend Down,"$3,650",
506,18-0725-EX1,Transfer from Capital/Operations - City Wide to Jesse Sherwood Elementary School,Funds Transfer From Award# 2018-488-00-03 To Project# 2018-25351-BLR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,25351 Jesse Sherwood Elementary School,488 Series 2017H,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,"$3,650",
507,18-0725-EX1,Transfer from Jesse Sherwood Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-25351-BLR To Award# 2018-488-00-03 ; Change Reason : NA,25351 Jesse Sherwood Elementary School,488 Series 2017H,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$3,650",
508,18-0725-EX1,Transfer from Capital/Operations - City Wide to John D Shoop Math-Science Technical Academy ES,Funds Transfer From Award# 2017-427-00-22 To Project# 2018-25381-OHI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,25381 John D Shoop Math-Science Technical Academy ES,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,663",
509,18-0725-EX1,Transfer from Capital/Operations - City Wide to William P Nixon Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-24681-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,24681 William P Nixon Elementary School,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,683",
510,18-0725-EX1,Transfer from Capital/Operations - City Wide to Peter A Reinberg Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-25111-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,25111 Peter A Reinberg Elementary School,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,683",
511,18-0725-EX1,Transfer from Capital/Operations - City Wide to Carl von Linne Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-24201-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,24201 Carl von Linne Elementary School,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,683",
512,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Perkins Bass Elementary School,"CPS-6716046, additional funding needed to complete job, Emergency Time and Additional Materials to Attempt to Get Unit Up and
Running.
- Sent Technicians Out on Overtime and Double Time .",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,22161 Perkins Bass Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$3,690",
513,18-0725-EX1,Transfer from Joseph Lovett Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-24241-ACD To Award# 2017-485-00-05 ; Change Reason : NA,24241 Joseph Lovett Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$3,744",
514,18-0725-EX1,Transfer from Capital/Operations - City Wide to John F Kennedy High School,Funds Transfer From Award# 2018-488-00-05 To Project# 2018-46201-ODR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,46201 John F Kennedy High School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$3,750",
515,18-0725-EX1,Transfer from Capital/Operations - City Wide to Salmon P Chase Elementary School,Funds Transfer From Award# 2018-488-00-02 To Project# 2018-22701-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,22701 Salmon P Chase Elementary School,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$3,775",
516,18-0725-EX1,Transfer from Dr. Martin L. King Jr Academy of Social Justice to Capital/Operations - City Wide,Funds Transfer From Project# 2016-26371-NPL To Award# 2016-485-00-04 ; Change Reason : NA,26371 Dr. Martin L. King Jr Academy of Social Justice,485 CIT PayGo Fund,56310 Capitalized Construction,253513 Playlots,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,791",
517,18-0725-EX1,Transfer from Capital/Operations - City Wide to John T McCutcheon Elementary School,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-26201-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,26201 John T McCutcheon Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$3,800",
518,18-0725-EX1,Transfer from Capital/Operations - City Wide to Joseph E Gary Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-23311-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23311 Joseph E Gary Elementary School,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,803",
519,18-0725-EX1,Transfer from Capital/Operations - City Wide to Phillip D Armour Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-22061-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22061 Phillip D Armour Elementary School,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,803",
520,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Frederick A Douglass Academy High School,Paint orders for Chicago Cares program,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,254101 Asset Management,000000 Default Value,41061 Frederick A Douglass Academy High School,230 Public Building Commission O & M,53405 Commodities - Supplies,254031 O&M North,000000 Default Value,"$3,821",
521,18-0725-EX1,"Transfer from Facility Opers & Maint - City Wide to Frederick A Douglass Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254031 O&M North
000000 Default Value","Transfer To:
41061 Frederick A Douglass Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254031 O&M North
000000 Default Value",,,,,,,,,,,"$3,821",
522,18-0725-EX1,Transfer from Office of Catholic Schools to St John De La Salle School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440043 Title Iv, Part A - Nonpublic",69156 St John De La Salle School,358 Title IV,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),"440043 Title Iv, Part A - Nonpublic","$3,822",
523,18-0725-EX1,Transfer from Dr. Martin L. King Jr Academy of Social Justice to Capital/Operations - City Wide,Funds Transfer From Project# 2017-26371-ACD To Award# 2017-486-00-11 ; Change Reason : NA,26371 Dr. Martin L. King Jr Academy of Social Justice,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$3,825",
524,18-0725-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Place final printing orders for OSHW,14050 Office of Student Health & Wellness,115 General Education Fund,53405 Commodities - Supplies,213011 Health Services,000000 Default Value,14050 Office of Student Health & Wellness,115 General Education Fund,54520 Services - Printing,213011 Health Services,000000 Default Value,"$3,831",
525,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to John Fiske Elementary School,remove and install new ptac unit in teachers lounge,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,23221 John Fiske Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$3,837",
526,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to John Fiske Elementary School,remove and install new ptac unit,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,23221 John Fiske Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$3,837",
527,18-0725-EX1,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,Performances for the Back-to-School bashes.,14060 Family & Community Engagement Office,115 General Education Fund,53405 Commodities - Supplies,300008 Community/Parent Involvement,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,54125 Services - Professional/Administrative,300008 Community/Parent Involvement,000000 Default Value,"$3,850",
528,18-0725-EX1,Transfer from Capital/Operations - City Wide to Lenart Elementary Regional Gifted Center,Funds Transfer From Award# 2018-488-00-07 To Project# 2018-29361-OEM ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,29361 Lenart Elementary Regional Gifted Center,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,855",
529,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to LaSalle Elementary Language Academy,"remove replace 15' of exposed 2"" domestic water piping for the inlet and pout let of hot water tank 2 new balls valve and replace recir
pump",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,29161 LaSalle Elementary Language Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$3,875",
530,18-0725-EX1,Transfer from Paul Laurence Dunbar Career Academy High School to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office,53021 Paul Laurence Dunbar Career Academy High School,230 Public Building Commission O & M,53405 Commodities - Supplies,254032 O&M West,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,254032 O&M West,000000 Default Value,"$3,929",
531,18-0725-EX1,Transfer from LaSalle II Magnet Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2016-29101-STK To Award# 2017-486-00-02 ; Change Reason : NA,29101 LaSalle II Magnet Elementary School,486 CIT Bond Fund,54125 Services - Professional/Administrative,009555 Chimney,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$3,948",
532,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Charles Allen Prosser Career Academy High School,"Maximo# CPS-8416572
Supply labor/materials to replace two steam traps on heat ex-changer system. (as per quote)",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,53041 Charles Allen Prosser Career Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$3,950",
533,18-0725-EX1,Transfer from CPS Warehouse - City Wide to Facility Opers & Maint - City Wide,To create PO to cover invoices through June 2018 for IFM (Non-Custodial),11890 CPS Warehouse - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,257304 Warehousing,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54105 Services: Non-technical/Laborer,254002 Engineer Services,000000 Default Value,"$3,956",
534,18-0725-EX1,Transfer from Peter Cooper Elementary Dual Language Academy to Capital/Operations - City Wide,Funds Transfer From Project# 2017-22831-ACD To Award# 2017-486-00-11 ; Change Reason : NA,22831 Peter Cooper Elementary Dual Language Academy,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$3,965",
535,18-0725-EX1,Transfer from Amos Alonzo Stagg Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-26521-OPI To Award# 2018-488-00-03 ; Change Reason : NA,26521 Amos Alonzo Stagg Elementary School,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$3,985",
536,18-0725-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer of funds per P. Bennett,11551 Instructional Supports,115 General Education Fund,52100 Career Service Salaries - Regular,419001 Payroll Salvage,000000 Default Value,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150001 Academic Decathlon - Hs,000000 Default Value,"$4,000",
537,18-0725-EX1,Transfer from Capital/Operations - City Wide to Peter A Reinberg Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-25111-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,25111 Peter A Reinberg Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$4,000",
538,18-0725-EX1,Transfer from Office of Catholic Schools to Grace Lutheran School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69313 Grace Lutheran School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430205 Nonpublic Inst. & Supp. Serv. - Lutheran,"$4,000",
539,18-0725-EX1,"Transfer from Hyde Park Academy High School to Magnet, Gifted and IB Programs",Sweep of IB funds per department head request.,46171 Hyde Park Academy High School,115 General Education Fund,51500 Teacher Salaries - Substitutes,119009 Teacher Substitutes/Overtime,008005 International Baccalaureate Program,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,000000 Default Value,"$4,000",
540,18-0725-EX1,Transfer from Percy L Julian High School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-46401-OHI To Award# 2018-436-00-06 ; Change Reason : NA,46401 Percy L Julian High School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009513 Fs O&M Cip,000057 Fund 436 Spend Down,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009511 Sw O&M Cip,000057 Fund 436 Spend Down,"$4,003",
541,18-0725-EX1,Transfer from Capital/Operations - City Wide to Albert G Lane Technical High School,Funds Transfer From Award# 2018-488-00-02 To Project# 2018-46221-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,46221 Albert G Lane Technical High School,488 Series 2017H,56310 Capitalized Construction,009561 Electrical,000000 Default Value,"$4,025",
542,18-0725-EX1,Transfer from Office of Catholic Schools to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,70140 Independent Schools Of Chicago,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,217662 Iasa-Nonpublic Summer,430203 Nonpublic Inst. & Supp. Serv. - Independ.,"$4,040",
543,18-0725-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Position Change - Use Funds for Summer,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",51300 Regular Position Pointer,290001 General Salary S Bkt,"442166 21st Century Community Learning Centers - (Cohort
15-Grant 2) Fy18",11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442166 21st Century Community Learning Centers - (Cohort
15-Grant 2) Fy18","$4,049",
544,18-0725-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Position Change - Use Funds for Summer,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",51300 Regular Position Pointer,290001 General Salary S Bkt,"442165 21st Century Community Learning Centers - (Cohort
15-Grant 1) Fy18",11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442165 21st Century Community Learning Centers - (Cohort
15-Grant 1) Fy18","$4,049",
545,18-0725-EX1,Transfer from George Washington High School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-46331-LTG To Award# 2018-488-00-03 ; Change Reason : NA,46331 George Washington High School,488 Series 2017H,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$4,060",
546,18-0725-EX1,Transfer from Mildred I Lavizzo Elementary School to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office,25671 Mildred I Lavizzo Elementary School,230 Public Building Commission O & M,53405 Commodities - Supplies,254033 O&M South,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,254033 O&M South,000000 Default Value,"$4,067",
547,18-0725-EX1,Transfer from James Russell Lowell Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-24251-ACD To Award# 2017-485-00-05 ; Change Reason : NA,24251 James Russell Lowell Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$4,081",
548,18-0725-EX1,Transfer from Amos Alonzo Stagg Elementary School to Department of Personalized Learning,Grant funds sweep.,26521 Amos Alonzo Stagg Elementary School,124 School Special Income Fund,55010 Property - Furniture,119070 Personalized Learning Instruction,070157 Cff - Silicon Valley Community Foundation,10825 Department of Personalized Learning,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,113090 Grants-Citywide Misc Fndtns,070157 Cff - Silicon Valley Community Foundation,"$4,082",
549,18-0725-EX1,Transfer from Capital/Operations - City Wide to John Barry Elementary School,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-22141-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,22141 John Barry Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$4,100",
550,18-0725-EX1,Transfer from Capital/Operations - City Wide to Carl von Linne Elementary School,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-24201-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,24201 Carl von Linne Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$4,100",
551,18-0725-EX1,Transfer from Capital/Operations - City Wide to Edward N Hurley Elementary School,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-23911-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,23911 Edward N Hurley Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$4,100",
552,18-0725-EX1,Transfer from Capital/Operations - City Wide to Robert Lindblom Math & Science Academy HS,Funds Transfer From Award# 2017-427-00-31 To Project# 2018-46511-OHI-5 ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$4,119",
553,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Kenwood Academy High School,"Supply parts and labor. Perform start up on Carrier Absorber unit South. Leak, pump, solution level check. Vacuum test. Verify
operation CPS-8229622",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,46361 Kenwood Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$4,150",
554,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Kenwood Academy High School,"Supply parts and labor. Perform start up on Carrier Absorber unit South. Leak, pump, solution level check. Vacuum test. Verify
operation CPS-8415619",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,46361 Kenwood Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$4,150",
555,18-0725-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Position Change - Use Funds for Summer,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",51300 Regular Position Pointer,290001 General Salary S Bkt,"442170 21st Century Community Learning Centers - (Cohort
15-Grant 6) Fy18",11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442170 21st Century Community Learning Centers - (Cohort
15-Grant 6) Fy18","$4,171",
