Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
406,19-0522-EX1,Transfer from Student Support and Engagement to Burnham Elementary Inclusive Academy,Burnham K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22431 Burnham Elementary Inclusive Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","87
"
407,19-0522-EX1,Transfer from Student Support and Engagement to Grover Cleveland Elementary School,Cleveland K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22741 Grover Cleveland Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
408,19-0522-EX1,Transfer from Student Support and Engagement to Jose De Diego Elementary Community Academy,De Diego K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,31261 Jose De Diego Elementary Community Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
409,19-0522-EX1,Transfer from Student Support and Engagement to John H Hamline Elementary School,Hamline K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23511 John H Hamline Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
410,19-0522-EX1,Transfer from Student Support and Engagement to Charles N Holden Elementary School,Holden K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23821 Charles N Holden Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
411,19-0522-EX1,Transfer from Student Support and Engagement to John B Murphy Elementary School,Murphy K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,24621 John B Murphy Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","88
"
412,19-0522-EX1,Transfer from Student Support and Engagement to Mark Sheridan Math & Science Academy,Sheridan K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,29201 Mark Sheridan Math & Science Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
413,19-0522-EX1,Transfer from Student Support and Engagement to Southeast Area Elementary School,Southeast K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22631 Southeast Area Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
414,19-0522-EX1,Transfer from Student Support and Engagement to James Ward Elementary School,Ward J K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25751 James Ward Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
415,19-0522-EX1,Transfer from Student Support and Engagement to Louis A Agassiz Elementary School,Agassiz K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22031 Louis A Agassiz Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
416,19-0522-EX1,Transfer from Student Support and Engagement to Arthur Dixon Elementary School,Dixon K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22971 Arthur Dixon Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","89
"
417,19-0522-EX1,Transfer from Student Support and Engagement to Adam Clayton Powell Paideia Community Academy ES,Powell K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115,57940,320020 000000,,"26291 Adam Clayton Powell Paideia Community Academy
ES",115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","General Education Fund
Miscellaneous Charges
Other After Schools Programs
Default Value"
418,19-0522-EX1,Transfer from Student Support and Engagement to James Wadsworth Elementary School,Wadsworth K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25711 James Wadsworth Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
419,19-0522-EX1,Transfer from Student Support and Engagement to West Park Elementary Academy,West Park K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,24721 West Park Elementary Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
420,19-0522-EX1,Transfer from Student Support and Engagement to Josefa Ortiz De Dominguez Elementary School,Ortiz de Dominguez K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23411 Josefa Ortiz De Dominguez Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","90
"
421,19-0522-EX1,Transfer from Student Support and Engagement to Thomas A Hendricks Elementary Community Academy,Hendricks K-8 OST Award Program Staffing Award -50%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,31121 Thomas A Hendricks Elementary Community Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
422,19-0522-EX1,Transfer from Student Support and Engagement to William T Sherman Elementary School,Sherman K-8 OST Award Program Staffing Award -50%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25341 William T Sherman Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
423,19-0522-EX1,Transfer from Student Support and Engagement to Louis A Agassiz Elementary School,Agassiz K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22031 Louis A Agassiz Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
424,19-0522-EX1,Transfer from Student Support and Engagement to Ariel Elementary Community Academy,Ariel K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23421 Ariel Elementary Community Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
425,19-0522-EX1,Transfer from Student Support and Engagement to Hiram H Belding Elementary School,Belding K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22221 Hiram H Belding Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","91
"
426,19-0522-EX1,Transfer from Student Support and Engagement to Lorenz Brentano Math & Science Academy ES,Brentano K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22311 Lorenz Brentano Math & Science Academy ES,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
427,19-0522-EX1,Transfer from Student Support and Engagement to Edgebrook Elementary School,Edgebrook K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23071 Edgebrook Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
428,19-0522-EX1,Transfer from Student Support and Engagement to Fairfield Elementary Academy,Fairfield K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,26701 Fairfield Elementary Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
429,19-0522-EX1,Transfer from Student Support and Engagement to Nathanael Greene Elementary School,Greene K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23431 Nathanael Greene Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
430,19-0522-EX1,Transfer from Student Support and Engagement to Rufus M Hitch Elementary School,Hitch K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23811 Rufus M Hitch Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499","92
"
431,19-0522-EX1,Transfer from Student Support and Engagement to James Otis Elementary School,Otis K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,24791 James Otis Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$4,499",
432,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$4,501","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
433,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Chicago Math and Science Academy Charter School,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66281 Chicago Math and Science Academy Charter School,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$4,518",
434,19-0522-EX1,Transfer from Fort Dearborn Elementary School to Citywide Student Support and Engagement,Transfer to open PO with LPA - Approved Budget Modification,23241 Fort Dearborn Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,297920 Other Government Funded - Support Services,000044 Ctu Sustainable Schools Initiative,"$4,535","93
"
435,19-0522-EX1,Transfer from Capital/Operations - City Wide to Gage Park High School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-46141-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,46141 Gage Park High School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$4,550",
436,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Ombudsman Chicago- South,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,65014 Ombudsman Chicago- South,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$4,576",
437,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St Nicholas Of Tolentine School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69212 St Nicholas Of Tolentine School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$4,620",
438,19-0522-EX1,Transfer from Office of Catholic Schools to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",70140 Independent Schools Of Chicago,358 Title IV,54205 Travel Expense,228950 Federal - Nonpublic Inst (Independent),"440045 Title Iv, Part A - Nonpublic","$4,680",
439,19-0522-EX1,Transfer from Capital/Operations - City Wide to George Washington Elementary School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-25771-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,25771 George Washington Elementary School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,"$4,700","94
"
440,19-0522-EX1,Transfer from Capital/Operations - City Wide to Daniel R Cameron Elementary School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-22531-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,22531 Daniel R Cameron Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$4,708",
441,19-0522-EX1,Transfer from Capital/Operations - City Wide to Edward Coles Elementary Language Academy,Funds Transfer From Award# 2019-488-00-01 To Project# 2018-22771-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,22771 Edward Coles Elementary Language Academy,488 Series 2017H,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$4,734",
442,19-0522-EX1,Transfer from Capital/Operations - City Wide to Joseph Warren Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-25761-NPG ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,25761 Joseph Warren Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$4,750",
443,19-0522-EX1,Transfer from Capital/Operations - City Wide to Lincoln Park High School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-46321-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,46321 Lincoln Park High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$4,849",
444,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Youth Connection Charter School (YCCS),Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66101 Youth Connection Charter School (YCCS),356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$4,888",
445,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to St Edward School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69092 St Edward School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$4,900",
446,19-0522-EX1,Transfer from Capital/Operations - City Wide to James G Blaine Elementary School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-22261-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,22261 James G Blaine Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$4,950",
447,19-0522-EX1,Transfer from Capital/Operations - City Wide to James Hedges Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-23681-NPG ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,23681 James Hedges Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$4,957",
448,19-0522-EX1,Transfer from Capital/Operations - City Wide to Irma C Ruiz Elementary School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-24931-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,24931 Irma C Ruiz Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$4,995","96
"
449,19-0522-EX1,Transfer from Early College and Career - City Wide to Southside Occupational Academy High School,Funds to support the purchase of supplies for the CTE Carpentry program at South Side Occupational HS- per Letitia McGee,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,212040 Elementary Career Development,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",49031 Southside Occupational Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144606 Carpentry,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$5,000",
450,19-0522-EX1,Transfer from Instructional Supports to Marie Sklodowska Curie Metropolitan High School,Transfer to cover hosting cost of H.S. Championship,11551 Instructional Supports,115 General Education Fund,57940 Miscellaneous Charges,150001 Academic Decathlon - Hs,000000 Default Value,53101 Marie Sklodowska Curie Metropolitan High School,115 General Education Fund,57705 Services - Space Rental,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$5,000",
451,19-0522-EX1,Transfer from Law Office to Talent Office,Supplies/Furniture.,10210 Law Office,115 General Education Fund,54125 Services - Professional/Administrative,231006 Employee Engagement,000000 Default Value,11010 Talent Office,115 General Education Fund,55010 Property - Furniture,231006 Employee Engagement,000000 Default Value,"$5,000",
452,19-0522-EX1,Transfer from Law Office to Talent Office,Supplies.,10210 Law Office,115 General Education Fund,54125 Services - Professional/Administrative,231006 Employee Engagement,000000 Default Value,11010 Talent Office,115 General Education Fund,53405 Commodities - Supplies,231006 Employee Engagement,000000 Default Value,"$5,000","97
"
453,19-0522-EX1,Transfer from Social and Emotional Learning - City Wide to Social and Emotional Learning - City Wide,To open SEL Manager position.,10898 Social and Emotional Learning - City Wide,115 General Education Fund,54125 Services - Professional/Administrative,211010 Tier I Services,000000 Default Value,10898 Social and Emotional Learning - City Wide,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,"$5,000",
454,19-0522-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of Awards for Junior Math League PRogram,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150011 Math Leagues,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150011 Math Leagues,000000 Default Value,"$5,000",
455,19-0522-EX1,Transfer from Network Support to Network Support,Transfer funds to clear negatives incurred from insufficient Obligation or Commitment,11110 Network Support,115 General Education Fund,54125 Services - Professional/Administrative,221080 Aio - Improvement Of Instruction,000000 Default Value,11110 Network Support,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$5,000",
456,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Language & Cultural Education - City Wide,Moving funds to cover spend for rest of the year. Per A. Trevino.,11540 Language & Cultural Education - City Wide,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,547523 Indian Elem/Sec. Assistance Prog. Fy19,11540 Language & Cultural Education - City Wide,"324 Miscellaneous Federal, State & Local Grants",51130 Teacher Salaries - Extended Day,221002 World Language Instructor Support,547523 Indian Elem/Sec. Assistance Prog. Fy19,"$5,000",
457,19-0522-EX1,Transfer from Information & Technology Services to Information & Technology Services,To purchase equipment for CO staff,12510 Information & Technology Services,115 General Education Fund,54125 Services - Professional/Administrative,266418 Technology Purchases,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,55005 Property - Equipment,266418 Technology Purchases,000000 Default Value,"$5,000","98
"
458,19-0522-EX1,Transfer from Information & Technology Services to Information & Technology Services,To purchase equipment for CO staff,12510 Information & Technology Services,115 General Education Fund,56105 Services - Repair Contracts,266418 Technology Purchases,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,55005 Property - Equipment,266418 Technology Purchases,000000 Default Value,"$5,000",
459,19-0522-EX1,Transfer from Facility Operations & Maintenance to Facility Operations & Maintenance,"Funds for the AIA architect conference for capital staff (Eben Smith, Carol LaMar)",11860 Facility Operations & Maintenance,230 Public Building Commission O & M,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221311 Instruc Training And Support,000000 Default Value,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,54205 Travel Expense,251001 000000,,"$5,000","Operations - Support Services
Default Value"
460,19-0522-EX1,Transfer from Facility Opers & Maint - City Wide to Facility Opers & Maint - City Wide,To cover employee travel reimbursements,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,254101 Asset Management,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54215 Car Fare,254101 Asset Management,000000 Default Value,"$5,000",
461,19-0522-EX1,Transfer from Literacy to Literacy,Funding to be used to purchase resource books for professional developments,13700 Literacy,358 Title IV,54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A",13700 Literacy,358 Title IV,53305 Instructional Materials (Non-Digital),221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A","$5,000",
462,19-0522-EX1,Transfer from Department of Personalized Learning to Mancel Talcott Elementary School,Second round of funding for SCALE schools.,10825 Department of Personalized Learning,115 General Education Fund,54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,000000 Default Value,25581 Mancel Talcott Elementary School,115 General Education Fund,57940 Miscellaneous Charges,119070 Personalized Learning Instruction,000901 Other Gen Ed Funded Programs,"$5,000",
463,19-0522-EX1,Transfer from Department of Personalized Learning to Thomas A Edison Regional Gifted Center ES,Second round of funding for SCALE schools.,10825 Department of Personalized Learning,115 General Education Fund,54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,000000 Default Value,29011 Thomas A Edison Regional Gifted Center ES,115 General Education Fund,57940 Miscellaneous Charges,119070 Personalized Learning Instruction,000901 Other Gen Ed Funded Programs,"$5,000",
464,19-0522-EX1,Transfer from Department of Personalized Learning to Edward N Hurley Elementary School,Second round of funding for SCALE schools.,10825 Department of Personalized Learning,115 General Education Fund,57940 Miscellaneous Charges,266203 Technical Support,000000 Default Value,23911 Edward N Hurley Elementary School,115 General Education Fund,57940 Miscellaneous Charges,119070 Personalized Learning Instruction,000901 Other Gen Ed Funded Programs,"$5,000",
465,19-0522-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover the cost of meals for Cops and Kids and First Move Tournament participants,11551 Instructional Supports,115 General Education Fund,57705 Services - Space Rental,150010 Science Fair,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150013 Chess Program,000000 Default Value,"$5,015",
466,19-0522-EX1,Transfer from Early College and Career - City Wide to Ray Graham Training Center High School,Funds will be used in support of purchasing student and program related supplies for Ray Graham's CTE Agriculture program.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,49101 Ray Graham Training Center High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140101 Agricultural Academy,474566 Special Student Needs-C. Perkins Fy19,"$5,037",
467,19-0522-EX1,Transfer from Student Support and Engagement to West Ridge Elementary School,West Ridge K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22381 West Ridge Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$5,086",
468,19-0522-EX1,Transfer from Student Support and Engagement to South Loop Elementary School,South Loop K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23751 South Loop Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$5,086",
469,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54205 Travel Expense,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$5,200",
470,19-0522-EX1,Transfer from Capital/Operations - City Wide to Emiliano Zapata Elementary Academy,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-23611-DOR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,23611 Emiliano Zapata Elementary Academy,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$5,210",
471,19-0522-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Transfer funds for the purchase of vision technician's laptops,14050 Office of Student Health & Wellness,115 General Education Fund,53405 Commodities - Supplies,213004 Vision Testing-City Wide,000000 Default Value,14050 Office of Student Health & Wellness,115 General Education Fund,55005 Property - Equipment,213004 Vision Testing-City Wide,000000 Default Value,"$5,258","101
"
472,19-0522-EX1,Transfer from Student Support and Engagement to Henry Clay Elementary School,Clay K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22731 Henry Clay Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$5,281",
