Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
555,19-0123-EX1,"
Transfer from New School Development - City Wide to Sor Juana Ines de la Cruz ES",Resubmitting November 28th transfer in the 005058 grant value,13615 New School Development - City Wide,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,23521 Sor Juana Ines de la Cruz ES,115 General Education Fund,54125 Services - Professional/Administrative,263004 Marketing,005058 New And Expansion School Funding,"$9,000",
556,19-0123-EX1,Transfer from Network 11 to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02511 Network 11,367 Title I - Comprehensive School Reform,51100 Teacher Salaries - Regular,221080 Aio - Improvement Of Instruction,433124 Title I School Improvement Grant- (Soss) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,005",
557,19-0123-EX1,Transfer from Education General - City Wide to Network 13,Adjustment for non-union COLA 2019,12670 Education General - City Wide,115 General Education Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,000000 Default Value,02531 Network 13,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$9,006",
558,19-0123-EX1,Transfer from Oliver Wendell Holmes Elementary School to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,23831 Oliver Wendell Holmes Elementary School,367 Title I - Comprehensive School Reform,51320 Bucket Position Pointer,290001 General Salary S Bkt,424057 Sig - Holmes (Cohort 5) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,012",
559,19-0123-EX1,Transfer from Capital/Operations - City Wide to Urban Prep Academy for Young Men - Bronzeville,Funds Transfer From Award# 2019-437-00-15 To Project# 2019-66442-LTG ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,66442 Urban Prep Academy for Young Men - Bronzeville,437 EBF-Backed Bonds,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$9,013","124
"
560,19-0123-EX1,"
Transfer from CICS - Longwood to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66061 CICS - Longwood,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,014",
561,19-0123-EX1,Transfer from Bridgescape Academy Roseland to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,65012 Bridgescape Academy Roseland,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,221307 Staff Development,494062 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,494066 Title Iia - Teacher Quality,"$9,014",
562,19-0123-EX1,Transfer from Early Childhood Development - City Wide to George W Tilton Elementary School,Load funds for classroom purchase.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,55010 Property - Furniture,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,25621 George W Tilton Elementary School,362 Early Childhood Development,55010 Property - Furniture,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$9,215",
563,19-0123-EX1,Transfer from Student Support and Engagement to Education General - City Wide,Transfer funding to contingency.,11371 Student Support and Engagement,358 Title IV,57915 Miscellaneous - Contingent Projects,221234 Professional Develop/Curriculum Develp,041008 Contingency For Grant Expansion,12670 Education General - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,250",
564,19-0123-EX1,Transfer from Consolidated Pointer Line Unit to Treasury,Adjustment for Non-Union COLA FY19,12690 Consolidated Pointer Line Unit,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,12440 Treasury,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$9,257","125
"
565,19-0123-EX1,"
Transfer from Grant Funded Programs Office - City Wide to Daystar School",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69566 Daystar School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370012 Federal - Idea Nonpublic (Christian),462072 Lea Flowthru Instruction - Nonpublic,"$9,262",
566,19-0123-EX1,Transfer from Early College and Career to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,13725 Early College and Career,369 Title I - School Improvement Carl Perkins,51330 Benefits Pointer,290001 General Salary S Bkt,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,282",
567,19-0123-EX1,Transfer from Capital/Operations - City Wide to Eliza Chappell Elementary School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-22681-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,22681 Eliza Chappell Elementary School,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$9,308",
568,19-0123-EX1,Transfer from Camelot - Chicago Excel Academy to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,63141 Camelot - Chicago Excel Academy,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,221307 Staff Development,494062 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,494066 Title Iia - Teacher Quality,"$9,491",
569,19-0123-EX1,Transfer from Bridgescape Academy Humboldt Park to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,65020 Bridgescape Academy Humboldt Park,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,221307 Staff Development,494062 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,494066 Title Iia - Teacher Quality,"$9,491","126
"
570,19-0123-EX1,"
Transfer from Grant Funded Programs Office - City Wide to Our Lady of Tepeyac High School",Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69405 Our Lady of Tepeyac High School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,131001 Evening School Programs,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$9,496",
571,19-0123-EX1,Transfer from Early College and Career - City Wide to Chicago Vocational Career Academy High School,CTE Diesel Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53011 Chicago Vocational Career Academy High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,144904 Cte - Navistar Diesel,474566 Special Student Needs-C. Perkins Fy19,"$9,500",
572,19-0123-EX1,Transfer from Capital/Operations - City Wide to Benito Juarez Community Academy High School,Funds Transfer From Award# 2019-437-00-15 To Project# 2019-46421-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,46421 Benito Juarez Community Academy High School,437 EBF-Backed Bonds,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$9,500",
573,19-0123-EX1,Transfer from CICS - Loomis Primary to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66075 CICS - Loomis Primary,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,221307 Staff Development,494062 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,494066 Title Iia - Teacher Quality,"$9,532",
574,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Brickton Montessori School,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69202 Brickton Montessori School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$9,600",
575,19-0123-EX1,"
Transfer from Frazier Preparatory Academy Charter School to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,26901 Frazier Preparatory Academy Charter School,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,221307 Staff Development,494062 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,494066 Title Iia - Teacher Quality,"$9,619",
576,19-0123-EX1,Transfer from Capital/Operations - City Wide to Lenart Elementary Regional Gifted Center,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-29361-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,29361 Lenart Elementary Regional Gifted Center,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$9,641",
577,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,57305 Hospitalization & Dental Insurance - Employer,111041 Arts - Elementary,376669 State Preschool For All Age 3-5 Fy19,"$9,797",
578,19-0123-EX1,Transfer from Capital/Operations - City Wide to Kenwood Academy High School,Funds Transfer From Award# 2017-486-00-05 To Project# 2017-46361-UAF ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,253524 Playground Program,000000 Default Value,46361 Kenwood Academy High School,486 CIT Bond Fund,56310 Capitalized Construction,320008 Playgrounds And Stadia,000000 Default Value,"$9,800",
579,19-0123-EX1,Transfer from Capital/Operations - City Wide to Albert G Lane Technical High School,Funds Transfer From Award# 2019-437-00-21 To Project# 2019-46221-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,46221 Albert G Lane Technical High School,437 EBF-Backed Bonds,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$9,800","128
"
580,19-0123-EX1,"
Transfer from Early College and Career to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,13725 Early College and Career,369 Title I - School Improvement Carl Perkins,51330 Benefits Pointer,290001 General Salary S Bkt,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18",12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,829",
581,19-0123-EX1,Transfer from Capital/Operations - City Wide to Air Force Academy High School,Funds Transfer From Award# 2017-486-00-17 To Project# 2019-45231-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,45231 Air Force Academy High School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$9,847",
582,19-0123-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Carryover of Y1 funds onto Printing line,14050 Office of Student Health & Wellness,124 School Special Income Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000379 Cff - Pritzker Foundation / Opening Doors Initiative,14050 Office of Student Health & Wellness,124 School Special Income Fund,54520 Services - Printing,261008 Children And Family Benefits Unit,000379 Cff - Pritzker Foundation / Opening Doors Initiative,"$9,874",
583,19-0123-EX1,Transfer from L.E.A.R.N. - Charles and Dorothy Campbell Campus to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66562 L.E.A.R.N. - Charles and Dorothy Campbell Campus,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,881",
584,19-0123-EX1,"
Transfer from Early Childhood Development - City Wide to Other Government Funded",Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,"57105 Pensions - Employer, Teacher",230010 Administrative Support,376669 State Preschool For All Age 3-5 Fy19,"$9,883",
585,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376649 State Preschool For All Age 3-5 Diverse Learners Fy19,12694 Other Government Funded,362 Early Childhood Development,"57105 Pensions - Employer, Teacher",125005 Child Parent Center,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$9,918",
586,19-0123-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of awards for Debate program.,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150008 Debate - High School,000000 Default Value,"$9,950",
587,19-0123-EX1,Transfer from Capital/Operations - City Wide to Rowe Elementary Charter School,Funds Transfer From Award# 2017-486-00-02 To Project# 2017-66571-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,66571 Rowe Elementary Charter School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$9,988","130
"
588,19-0123-EX1,"
Transfer from Horace Mann Elementary School to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,24331 Horace Mann Elementary School,367 Title I - Comprehensive School Reform,53405 Commodities - Supplies,119010 Other Instructional Programs,424061 Sig - Mann (Cohort 5) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$9,991",
589,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,54205 Travel Expense,228950 Federal - Nonpublic Inst (Independent),494068 Title Iia - Other Private Supplementary Servc.,"$10,000",
590,19-0123-EX1,Transfer from CPS Warehouse - City Wide to CPS Warehouse - City Wide,Roll off dumpsters for Warehouse,11890 CPS Warehouse - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,257304 Warehousing,000000 Default Value,11890 CPS Warehouse - City Wide,230 Public Building Commission O & M,54105 Services: Non-technical/Laborer,254021 Trash Removal,000000 Default Value,"$10,000",
591,19-0123-EX1,Transfer from Bridgscape Academy Lawndale to Bridgescape Academy Brainerd,Transfer funds to process SPED reimbursement payment,65011 Bridgscape Academy Lawndale,114 Special Education Fund,54320 Student Tuition - Charter Schools,"111086 Special Education Teacher Assignments - Charter And
Contract",000000 Default Value,65021 Bridgescape Academy Brainerd,114 Special Education Fund,54320 Student Tuition - Charter Schools,"111086 Special Education Teacher Assignments - Charter And
Contract",000000 Default Value,"$10,000",
592,19-0123-EX1,"
Transfer from Early Childhood Development - City Wide to Other Government Funded",Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,"57105 Pensions - Employer, Teacher",111041 Arts - Elementary,376669 State Preschool For All Age 3-5 Fy19,"$10,027",
593,19-0123-EX1,Transfer from Consolidated Pointer Line Unit to Freedom of Information Act Office,Adjustment for Non-Union COLA FY19,12690 Consolidated Pointer Line Unit,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,10406 Freedom of Information Act Office,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,"$10,082",
594,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376649 State Preschool For All Age 3-5 Diverse Learners Fy19,12694 Other Government Funded,362 Early Childhood Development,57305 Hospitalization & Dental Insurance - Employer,300006 Early Childhood - Community Services,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$10,174",
595,19-0123-EX1,Transfer from Network 6 to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02461 Network 6,367 Title I - Comprehensive School Reform,51330 Benefits Pointer,290001 General Salary S Bkt,433124 Title I School Improvement Grant- (Soss) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,51100 Teacher Salaries - Regular,221080 Aio - Improvement Of Instruction,433124 Title I School Improvement Grant- (Soss) Fy18,"$10,186",
596,19-0123-EX1,"
Transfer from Capital/Operations - City Wide to Dr Martin Luther King Jr College Prep HS",Funds Transfer From Award# 2017-486-00-17 To Project# 2018-46371-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,46371 Dr Martin Luther King Jr College Prep HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$10,408",
597,19-0123-EX1,Transfer from Capital/Operations - City Wide to Matthew Gallistel Elementary Language Academy,Funds Transfer From Award# 2019-437-00-05 To Project# 2019-29091-FAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,254605 School Safety Services,000000 Default Value,29091 Matthew Gallistel Elementary Language Academy,437 EBF-Backed Bonds,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$10,500",
598,19-0123-EX1,Transfer from Young Women's Leadership Charter School to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66171 Young Women's Leadership Charter School,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$10,647",
599,19-0123-EX1,Transfer from Education General - City Wide to Real Estate,Adjustment for non-union COLA 2019,12670 Education General - City Wide,115 General Education Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,000000 Default Value,11910 Real Estate,230 Public Building Commission O & M,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$10,683",
600,19-0123-EX1,Transfer from Capital/Operations - City Wide to Polaris Charter Academy,Funds Transfer From Award# 2017-486-00-17 To Project# 2019-67081-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,67081 Polaris Charter Academy,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$10,775","133
"
601,19-0123-EX1,"
Transfer from Grant Funded Programs Office - City Wide to North Park Elementary School",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69509 North Park Elementary School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$10,880",
602,19-0123-EX1,Transfer from Capital/Operations - City Wide to Michele Clark Academic Prep Magnet High School,Funds Transfer From Award# 2019-437-00-05 To Project# 2019-41051-FAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,254605 School Safety Services,000000 Default Value,41051 Michele Clark Academic Prep Magnet High School,437 EBF-Backed Bonds,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$11,045",
603,19-0123-EX1,Transfer from Capital/Operations - City Wide to George B McClellan Elementary School,Funds Transfer From Award# 2017-485-00-11 To Project# 2018-24421-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,254403 School Furniture & Equipment,000000 Default Value,24421 George B McClellan Elementary School,485 CIT PayGo Fund,56306 Capitalized Furniture,253508 Renovations,000000 Default Value,"$11,093",
604,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$11,400",
605,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Akiba Jewish Day School,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69343 Akiba Jewish Day School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370013 Federal - Idea Nonpublic (Jewish),462072 Lea Flowthru Instruction - Nonpublic,"$11,515",
606,19-0123-EX1,"
Transfer from Grant Funded Programs Office - City Wide to Chicago Jesuit Academy",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69006 Chicago Jesuit Academy,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$11,650",
607,19-0123-EX1,Transfer from Capital/Operations - City Wide to Friedrich L. Jahn Elementary of the Fine Arts,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-23921-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,23921 Friedrich L. Jahn Elementary of the Fine Arts,437 EBF-Backed Bonds,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$11,895",
608,19-0123-EX1,Transfer from Early College and Career - City Wide to Lake View High School,"Transfer funds for equipment for the STEM program, per ECCE.",13727 Early College and Career - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,439606 Critical Mass Year 6,46211 Lake View High School,"324 Miscellaneous Federal, State & Local Grants",55005 Property - Equipment,125023 Stem - Extended Student Learning,439606 Critical Mass Year 6,"$12,000",
609,19-0123-EX1,Transfer from The Montessori School of Englewood Charter to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66591 The Montessori School of Englewood Charter,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$12,044",
610,19-0123-EX1,Transfer from Risk Management to Risk Management,Payment for Investigative services.,12460 Risk Management,210 Workers' & Unemployment Compensation/Tort,54530 Services - Insurance - General Liability - Premium,231114 General Liability Insurance,000000 Default Value,12460 Risk Management,210 Workers' & Unemployment Compensation/Tort,54535 Services - Insurance - General Liability - Claims,252801 Investigations - Admin,000000 Default Value,"$12,180",
611,19-0123-EX1,"
Transfer from Education General - City Wide to Education General - City Wide",Erroneous transfer.,12670 Education General - City Wide,115 General Education Fund,54320 Student Tuition - Charter Schools,119035 Other Instruction Purposes - Miscellaneous,000000 Default Value,12670 Education General - City Wide,115 General Education Fund,57940 Miscellaneous Charges,119004 Other General Charges,000000 Default Value,"$12,200",
612,19-0123-EX1,Transfer from Innovation and Incubation to Ellen H Richards Career Academy High School,Funding for Ace Tech students accepted through transition process,13610 Innovation and Incubation,115 General Education Fund,54125 Services - Professional/Administrative,267983 Research & Evaluation Support Services,000000 Default Value,53051 Ellen H Richards Career Academy High School,115 General Education Fund,54125 Services - Professional/Administrative,009546 School Transitions,000575 Student Based Budgeting,"$12,200",
613,19-0123-EX1,Transfer from Kwame Nkrumah Academy Charter School to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,63041 Kwame Nkrumah Academy Charter School,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$12,287",
614,19-0123-EX1,Transfer from Talent Office to Talent Office,To update PN 474910 to Sr. Manager - Talent,11010 Talent Office,115 General Education Fund,54125 Services - Professional/Administrative,262005 Educator Effectiveness,000000 Default Value,11010 Talent Office,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$12,300",
615,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,57210 Pensions - ESP Employer,254608 School Security Personnel,376669 State Preschool For All Age 3-5 Fy19,"$12,351",
616,19-0123-EX1,"
Transfer from Office of Catholic Schools to St John Fisher School",Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",69158 St John Fisher School,358 Title IV,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$12,355",
